,title,category
1197,술자리서 지인 살해하려 한 60대…항소심도 징역 6년,Social
1198,"“쯔양 ‘먹토’ 봤다” 허위 제보한 대학 동창, 벌금 700만원 처분",Social
1199,"오세훈 ""서울 시민들과의 약속 지키는 것이 지금 나에게 가장 중요""",Social
1200,"""기억이 없다"" 홍성 산불 방화 혐의 50대 긴급 체포해 영장",Social
1201,"""방화범 있다"" 잇단 화재…한양여대 '발칵'",Social
1202,여성 혼자 사는 집에 강도 4명 침입…“벨 누르고 들어가”,Social
1203,"섬에어, 사천공항 신규 취항…사천~김포 하루 4회서 12회로",Social
1204,'재개발 투자 미끼' 16억원 사기극..50대 항소심도 실형,Social
1205,7년 갈등 마침표 찍나… 분당수서로 소음 해법 ‘쏠린눈’,Social
1206,망한 투자에서 시작된 8년의 동행,Social
1207,"20대 女틱토커 살해하고 시신유기, 징역40년…쌍방 항소",Social
1208,"돈까스 4000원, 순댓국 3500원 '거지맵' 뭐길래…""고물가 시대에 필수""",Social
1209,"오세훈, 광화문 '감사의정원' 석재 기증 9개국 외교단 초청",Social
1210,중동해역에 발묶인 선원들…전쟁 장기화에 하선 잇따라,Social
1211,"종합특검 '金여사 도이치 사건 무마' 수사팀 조사…""인력 충원""",Social
1212,"한양여대 화재로 100여명 대피…경찰, 방화 용의자 조사",Social
1213,“문제는 뱃살이야”… 통풍 부르는 ‘고요산혈증’ 위험 ↑,Social
1214,"""가난·압박 속 강제 이별""…혼혈 입양인들, 진화위에 진실규명 신청",Social
1215,용인 반도체 국가산단 이전 논란···여론은 “원안 추진이 답”,Social
1216,"부산경찰청, 31일부터 부산 서면 일대서 이륜차 광역단속",Social
1217,'분양권 투자 사기' 16억 가로챈 경찰관 아내…항소심도 징역 5년,Social
1218,"""너무 아파 눈물, 미치겠어""…숨진 유치원 교사가 남긴 메시지",Social
1219,"서울시 ""성동문화원 '성범죄자 재임명'은 자치구 책임...정원오에 유감""",Social
1220,"부산소방, ‘라이프세이버’ 신설… 현장 영웅 예우 강화",Social
1221,구자열 '토론 불참'…민주당 원주시장 경선 균열,Social
1222,18세 이하 ‘비질병 사망’ 54%가 자살…자해·자살 시도 9년새 6.5배로,Social
1223,"국힘 창원시장 '컷오프' 반발…박성호, 효력정지 가처분 신청",Social
1224,"오세훈 ""서울 지키기 최우선…당 변화 없인 보수 재건 어려워""",Social
1225,미스대구 후보 사전합숙 성료…다음달 12일 '미스 대구' 뽑는다,Social
1226,"이유 없는 두근거림 반복된다면 ... 부정맥, 언제 의심해 봐야 할까?",Social
1227,"'국가폭력범죄 시효 배제', 이번엔 위헌 논란 넘을까",Social
1228,사천∼김포 새 하늘길 열려…섬에어 하루 왕복 4회 신규 취항,Social
1229,"삼천당제약 ""먹는 당뇨·비만약 제네릭 美라이선스 계약""",Social
1230,'청풍호 바람달정원' 벚꽃축제 기간 맞춰 특별개장,Social
1231,4월 건보료 추가되나... 작년엔 62%가 평균 20만원 더 냈다,Social
1232,'국보급 레전드' 박찬호...시구 하나로 전한 깊은 메시지 [현장영상+],Social
1233,"섬에어, 사천~김포 항공노선 정기 운항 시작…하루 왕복 4회",Social
1234,"기후부장관 ""종량제 부족 시 일반봉투 배출 허용…사재기 불필요""",Social
1235,"'쓰봉 사재기' 진화 나선 김성환 장관… ""부족할 땐 일반 봉투에 버리는 것도 허용""",Social
1236,김진태 “획기적 도약 전기” 강원 신청사 착공식…우상호·정의당 반발,Social
1237,"기후에너지부 장관 ""종량제 봉투 부족시 일반 봉투 사용 허용""",Social
1238,"종합특검 ""'김건희 수사 무마' 검찰 수사팀 조사",Social
1239,전처와 통화했다고 죽도로 친구 집 부순 50대,Social
1240,"김종철 방미통위원장, YTN 파행 사태에 ""법 취지 존중돼야, 유감""",Social
1241,"서울시 ""성폭력 혐의 성동문화원장 재임용 깊은 유감""",Social
1242,종합특검 “‘김건희 수사무마 의혹’ 관련 검찰 수사팀 조사”,Social
1243,‘37위에 0-4 완패’ 월드컵 어쩌나…JTBC-지상파 협상 또 결렬,Social
1244,"금강수목원 민간매각 갈등 격화…""공공 숲으로 보전해야""",Social
1245,대전 남부순환고속도로 구봉터널서 5중 추돌사고…6명 부상,Social
1246,경찰 아내가 분양권 사기로 16억 '꿀꺽'…2심도 징역 5년,Social
1247,"'성범죄 전과' 황석희 ""무해한 사람 아냐, 실망할 날 올 것""…재조명",Social
1248,"'1억 공천 헌금' 강선우·김경 사건, 중앙지법 형사1단독 배당",Social
1249,오세훈-허민 지난주 회동…·종묘·세운4구역 갈등 풀리나,Social
1250,강남 아파트 등 247채 굴리며 세금 빼돌려… 임대업자 세무조사,Social
1251,입학식 날 후배 폭행 촬영해 SNS 올린 중학생들 송치,Social
1252,평택 물류창고 ‘수백억 부담금’ 대기업 갑질 의혹 파장,Social
1253,“쯔양 먹고 토하는거 봐” 거짓제보 동창 벌금 700만 원 [자막뉴스],Social
1254,대전남부순환고속도로서 승용차와 중학교 체험학습버스 추돌…학생 등 6명 이송,Social
1255,"""수준 낮은 토론 지켜봐야 하는 광주·전남 시민 불행""",Social
1256,"[속보] 새벽 3시 여성 홀로 사는 집에 ‘딩동’, 문 여니 20대 떼강도 닥쳤다",Social
1257,'연분홍 물결 시작' 여의도 윤중로 벚꽃 개화 [뉴시스Pic],Social
1258,"안전공업 64살 베테랑…생전 “불 잦아, 회사 돈 많은데 비품 안 사주네”",Social
1259,신정훈 단일화 효과 통할까…민주당 특별시장 경선 판세 '출렁',Social
1260,[단독]가족 돌보느라 지각·결석·결근···하루 8시간 ‘독박 돌봄’ 시달리는 청소년·청년들,Social
1261,기후부 장관 “쓰레기봉투 부족시 일반 봉투에 버리게 허용”…마트·편의점 일부는 구매 제한,Social
1262,“원인 모를 발달장애” 실마리 풀었다…유전자 ‘읽기 오류’가 범인,Social
1263,"행정수도특별법 또다시 뒷순위, 세종시민 기대에 '찬물'",Social
1264,"""결혼식에 2천만 원 사용""…줄어들던 결혼 비용 다시 올랐다",Social
1265,유명 번역가 황석희 성범죄 전과 의혹 제기에 “변호사와 검토 진행 중” 법적 대응 예고,Social
1266,"의정부 도심 하천에 때이른 녹조…""이상 고온 원인 추정""",Social
1267,"종합특검, 비상계엄 당시 '선관위 체포조' 의혹 본격 수사",Social
1268,"종합특검 ""'김건희 수사무마' 당시 검찰 수사팀 조사""",Social
1269,싼 식당 정보 공유 ‘거지맵’ 눈길…지갑 얇은 청년들 몰려,Social
1270,"경찰, '이진숙 모욕 혐의' 최민희 불송치",Social
1271,"'쯔양, 먹방 하고 온 날 토한 흔적 목격'…유튜버 주작감별사에 허위제보한 대학 동창 벌금 700만원 약식명령",Social
1272,"""재개발 아파트 투자해""…분양권 미끼로 16억 사기 50대",Social
1273,"진성준 ""부동산 보유세 인상, 7월 세제 개편 포함 가능성 상당""",Social
1274,"""위기의 대구·경북, 정치·경제 혁신으로 신경제권 창조할 때다""",Social
1275,"전국 최초 '1도 1국립대'…""세계가 주목하는 대학으로""",Social
1276,"""최저임금 노동자 10명 중 9명, '생활비 부족'·'월 250만 원'은 받아야""",Social
1277,"'전처와 통화' 분개, 죽도 휘둘러 친구 집 부순 50대 '징역형'",Social
1278,민주 부산시장 경선 일정 확정…전재수·이재성 2파전,Social
1279,39.8도 고열에도 출근… 결국 사망한 20대 유치원교사,Social
1280,국민의힘 창원·의령 공천 경쟁 진흙탕 싸움,Social
1281,기름값 저렴한 주유소서 줄 서있다 끼어든 차량에 화가 나 흉기 꺼내 위협한 30대 구속영장,Social
1282,"""쯔양 '먹토' 봤다"" 허위 제보한 대학 동창…벌금 700만 원",Social
1283,[이슈플러스]제네릭 쏟아져도 가격 그대로…“경쟁 없는 시스템 바꿔야”,Social
1284,[이슈플러스]약가 인하에 중소·중견제약사 R&D·고용 우려 확산,Social
1285,"탈 많은 울진 스카이레일 또 멈췄다…""정기 안전검사 통과 못해""",Social
1286,"“우울증 힘들어 술 먹다가…” 감형 노린 살인미수범, 항소 기각",Social
1287,"1원 단위 택시비 정산, 할인 공구... 치솟는 물가에 '체리슈머'된 대학생들",Social
1288,“예식장 진작 잡을걸”…결혼비용 다시 상승세 전환,Social
1289,'춘천·강릉·삼척·원주 멀티캠퍼스 구축' 강원대 통합 비전 선포,Social
1290,"경찰, '이진숙 모욕 혐의' 최민희 무혐의 불송치",Social
1291,"""예식장 식대 1인 약 12만원""…결혼식 비용 다시 뛰었다",Social
1292,차량 급정거 시비 붙자…쇠파이프 들어 머리 공격한 60대,Social
1293,“건물 내 방화범 있다” 한양여대 화재 100여명 대피…용의자 조사중,Social
1294,"아동권리보장원, '물량' 발언에 ""사과…조직 쇄신할 것""",Social
1295,"오세훈 ""민주당만 아니라면 어떤 정파·인물이건 통합정치 필요""",Social
1296,종량제 봉투 대란에…기후장관 “최악 땐 일반봉투 배출 허용”,Social
1297,'무료' 국립중앙박물관 끝…19년 만에 유료화,Social
1298,"전북도, 방산 첨단복합소재 밸류체인 구축…16개 기관 뭉쳐",Social
1299,"종합특검 ""노상원 '수사2단' 범죄단체조직죄 입건 예정""(종합)",Social
1300,"화성시, 내달 개인택시 63대 신규 면허 발급 신청 접수",Social
1301,여성 혼자 사는 집에 들이닥친 4인조 강도…이웃이 살렸다,Social
1302,팹리스 기업 대구로 집결…실증부터 상용화까지 반도체 생태계 구축,Social
1303,대한항공 부산테크센터에 2000억 투자…무인기 신규공장 추진,Social
1304,20대 여성 틱토커 살해 후 유기한 50대 1심 '징역 40년' 불복…쌍방 항소,Social
1305,25t 트럭 맥주병 와르르…유리 파편 흩어져 도로 마비,Social
1306,“흙 만지고 꽃 심고”…도심 속 숲에서 자라는 아이들,Social
1307,"경찰, 국힘 조정훈 '공천 헌금 의혹' 내사… 마포갑 구의원 소환 조사",Social
1308,퇴계선생 마지막 귀향길 재현행사 개막,Social
1309,"가로등 박은 30대, 차에선 '주사기 145개'…프로포폴 준 동물병원 원장 구속",Social
1310,고유가 속 주유소 새치기 시비에 흉기 위협까지,Social
1311,"김부겸 등판, 보수텃밭 대구출렁…""국힘버려야 보수산다""",Social
1312,"'이태원 막말' 김미나 의원, 李대통령 명예훼손 혐의로 재판행",Social
1313,"송영기 경남교육감 예비후보, 시민연대 진보교육감 단일후보 확정",Social
1314,"“아파서 눈물”…39도 고열에도 출근, 유치원 교사 끝내 사망",Social
1315,이철우·김재원 '지역 유력인사 지지선언 받기' 경쟁 치열,Social
1316,"""188억 분담했는데 단독등기""…마포구, 은평구 상대 소유권 소송(종합)",Social
1317,"불 껐는데 또 불났다…""100명 긴급대피"" 한양여대 발칵",Social
1318,"'대기업男'과 결혼하고 싶어서…""임신했어"" 거짓말에 3억 빚도 숨긴 여성",Social
1319,"은평구, 마포구의 소송 제기에 ""유감…강경 대응할 것""",Social
1320,김부겸 출마에 요동치는 대구 민심… '미워도 다시 한번' 불문율 깨지나,Social
1321,불광사 분쟁을 넘어 한국 불교 '승가 우월주의'를 묻다,Social
1322,HMM 본사 부산 이전안 이사회 통과…노조 '주총 저지' 전면전,Social
1323,"""신도회장이 아니라 법회장... 불광사 문제는 구조의 충돌""",Social
1324,반년 넘게 이어지는 김병기 수사···‘결정타 부족’ 때문이지만 ‘봐주기 수사’ 비판도 계속,Social
1325,한양여대서 3시간 간격 방화 추정 화재···용의자 학교 관계자에 붙잡혀,Social
1326,[속보]“종량제 봉투 부족시에는 ‘일반 봉투’에 배출 허용” 기후부 장관 曰,Social
1327,"""독감 걸려 죄송합니다""…사망한 사립유치원 교사의 카톡",Social
1328,민주당 충북지사 후보 결선 경선…‘송기섭은 누구 지지’?,Social
1329,"직원 숨졌는데 ""유족이고 XX""…""너무 위험"" 묵살한 정체 [취재파일]",Social
1330,대전교육감 선거 ‘진보 단일후보’에 성광진 선출,Social
1331,경찰 아내가 분양권 사기로 16억 꿀꺽…항소심도 징역 5년 선고,Social
1332,"""쯔양, 먹고 토했다"" 허위 제보한 대학 동창에 벌금형",Social
1333,"""버스 잘못 타 짜증""…오리역 '묻지마 칼부림' 30대, 검찰 송치",Social
1334,“이게 리조트지 감옥이냐” 조감도 논란에…법무부 “채택 안돼” [팩트체크],Social
1335,"간병인들이 환자 때리고 입에 테이프 붙이는 등 학대…'관리 소홀' 요양병원장, 벌금형",Social
1336,[단독] 홍대 인근 인형뽑기 가게서 1천6백만 원 훔친 10대 일당 검거,Social
1337,"'컷오프' 민주 여수시의원 후보들, 전남도당에 재검토 촉구",Social
1338,"종합특검 ""'김건희 수사 무마' 수사팀 조사…추가 특검보 추천""",Social
1339,"김미나 창원시의원, 또 법정 선다…李대통령·김현지 겨냥 막말 논란",Social
1340,남해 시금치 ‘보물초’ 가격 폭락… 농민 ‘한숨’,Social
1341,"서울시 ""與 거짓선동 도 넘어…민간 유람선 사고를 한강버스 사고로 둔갑""",Social
1342,"쯔양 ‘먹토’ 허위 제보 대학동창, ‘벌금 7백만 원’",Social
1343,"[6·3대전] 허태정·장철민·장종태 ""이장우 상대 적임자"" 강조",Social
1344,"한양여대 화재로 100명 대피…경찰, 방화 용의자 붙잡아 조사",Social
1345,"술 취해 지인에게 흉기 휘두른 60대, 2심도 징역 6년",Social
1346,"대북 송금 이슈 삼킨 '박상용 녹취록'…박 검사, 인스타까지 개설하며 '맞불'",Social
1347,“봉투값 안 오른다” 김성환 장관... 품귀 시 ‘일반 봉투 사용’ 한시 허용,Social
1348,국내 최초 '1도 1국립대학' 출범...강원대 통합 비전 선포식 개최,Social
1349,"""제 차량 바퀴·휠이 통째로 사라졌어요""...경찰, 절도 용의자 2명 추적",Social
1350,한양여대 두 차례 불로 100명 대피… 20대 여성 현행범 체포,Social
1351,"황석희 번역가, 성폭력 전과 의혹 확산에… “변호사와 관련 사안 검토 중”",Social
1352,[단독] 강남 압구정 골목서 80대 운전자 차량 돌진…4명 부상,Social
1353,제조 심장 구미의 부활…전자산업 넘어 'K방산 수도' 대변신,Social
1354,"특검, '김건희 무혐의' 수사팀 조사…'선관위 장악' 범죄단체조직죄 입건",Social
1355,"""너무 아파 눈물, 미치겠어""…부천 유치원교사 사망 전 메시지",Social
1356,수능 절대평가 논의 시작되나…4월부터 '대입개편 협의체' 가동,Social
1357,"[자막뉴스] 190cm 헤비급에도 ""XX 왜 찍어""…중2 담배 '길빵' 계도했다 '봉변'",Social
1358,'이진숙 모욕 혐의' 최민희 의원 무혐의 불송치,Social
1359,강원도 신청사 착공식… 정치적 공방은 여전,Social
1360,차량 2대 들이받고 뺑소니…20대 불법체류 베트남인 구속,Social
1361,"기후부 장관 “쓰레기 봉투, 최악의 상황 땐 일반 봉투 허용”",Social
1362,"구미, 반도체 소재·부품 전략기지로…남부권 혁신벨트 핵심축 도약",Social
1363,울산 도시철도 시대를 열어갈 1호선 트램 사업 본궤도,Social
1364,"이정현, 전남·광주 통합특별시장 출마 시사…국힘 ""삼고초려로 모셔야""",Social
1365,“교수 2명에게 가스라이팅”…유서 남긴 전남대 대학원생 산재 인정됐다,Social
1366,"중학생 훈계했더니 돌아온 건 '욕설 세례'…""대체 무슨 일""",Social
1367,"""대기업 남편, 다른 여자한테 갈까 봐""...'임신' 속여 결혼한 아내, 3억 빚까지 [이런 法]",Social
1368,컷오프 반발·당원 명부 유출…민주당 여수을 논란 '일파만파',Social
1369,“경제 상황이 어려워서”…동물병원서 프로포폴 빼돌려 판매한 병원장 구속,Social
1370,심신미약 불인정 판례 될까…술 먹고 흉기 휘두른 60대 판결 보니,Social
1371,"[단독] 리딩방·보복대행 범죄 한통속?…배민 ""내부통제 강화""",Social
1372,"""주말 이틀 1만5000명 몰렸다""…대전 오월드 야간개장 흥행",Social
1373,사회복지사 열에 넷 “이직 의향”…저임금·업무 과중 탓,Social
1374,"“무려 247채 굴리며 탈세?”…국세청, 악질 임대업자 세무조사",Social
1375,"서울 한양여대서 2차례 화재 발생⋯경찰, 20대 여성 용의자 신병 확보",Social
1376,"종합특검 ""계엄군 부정선거 수사, 범죄단체조직죄로 입건""",Social
1377,"대구시, 취득세 전면 감면…파격 세제지원 시행",Social
1378,"""세계가 주목하는 대학으로 도약""…강원대 통합 비전 선포",Social
1379,"프로포폴 취한 운전자 붙잡아 '어디서 구했어?' 추궁하니‥""동물병원""",Social
1380,‘공금 9억 횡령’ 부산시의사회 경리직원 징역 4년,Social
1381,"이원택 “프로야구 열기, 전북도민도 누리게”…11구단·돔구장으로 ‘지역 소비 묶는다’",Social
1382,"경찰, ‘마약왕’ 박왕열 고강도 조사… 마약 유통 경로에 집중",Social
1383,"""술 취했다고 감형 안 돼""…살인미수 60대 실형",Social
1384,고부에서 첫 횃불을 들다,Social
1385,‘약물운전’ 30대 차 안엔 프로포폴 16병…동물병원장이 빼돌렸다,Social
1386,"'한국 영주권자'로 18년 산 중국인, 4명에 장기 선사하고 하늘로…",Social
1387,"한강 산책하는데...""눈치껏 비켜"" 20명 러닝 크루 길 막고 우르르",Social
1388,이러니 결혼 하겠어?…“서울 강남 3466만원 가장 비싸” 결혼 비용 다시 ‘껑충’,Social
1389,"김미나 창원시의원, 李 대통령 명예훼손 혐의 기소",Social
1390,누명 쓴 부녀 '청산가리 막걸리 사건' 재수사 속도내나,Social
1391,"GM, 철수설 접고 韓 8800억 투자…유정복 인천시장 '감사서한' 발송",Social
1392,민주당 충북지사 후보들 결선 앞두고 '낙천자 끌어안기',Social
1393,"논산딸기축제 역대급 흥행…""딸기엑스포 성공 보인다""",Social
1394,"결혼식 비용, 대관료·식대 인상에 평균 2139만원",Social
1395,"서울 맞아? “순댓국 3500원, 김치찌개 3000원”…돈 아껴주는 ‘거지맵’ 뭐길래",Social
1396,李 대통령·김현지 실장 겨냥 막말한 김미나 창원시의원 불구속 기소,Social
1397,"'재개발 투자 미끼' 16억 가로챈 경찰관 아내, 2심도 징역 5년",Social
1398,"울주군·영남알프스케이블카, 케이블카 '제동'에 행정심판 청구",Social
1399,"서울시 ""민주당, 민간유람선 사고 '한강버스'로 거짓선동…법적 대응 검토""",Social
1400,"카페서 칭얼댄다고 1살 딸 '퍽퍽'…40대 친모 ""훈육 차원"" 주장",Social
1401,"“밥 한 끼 해요”가 부담되는 시대, 전주 골목 ‘3000원 김치찌개’가 선사하는 ‘환대’",Social
1402,"기름값 2000원 육박, 종량제 봉투 사재기…시민들도 '전쟁'",Social
1403,"임실군, KBS 전국노래자랑 녹화…""3천명 몰리며 흥행""",Social
1404,공금 9억원 넘게 횡령한 부산시의사회 경리 징역형,Social
1405,"YTN '저널리즘 책무위' 가동… 노조 ""유진 강점기 합리화 명분""",Social
1406,"""대구시장 선거 시당 중심돼야"" 이인선, 장동혁 대표에 요청",Social
1407,"에어차이나, 베이징-평양 직항노선 6년만에 재개",Social
1408,"“술 먹고 그랬다” 주취 감경 노린 60대 살인미수범, 법원의 판단은?",Social
1409,"서울시 “與, 민간유람선 사고 ‘한강버스’로 둔갑…정정·사과 없을시 법적 대응”",Social
1410,"""쓰레기 봉투 부족 심각해지면 일반 봉투 허용""",Social
1411,"“쯔양 먹고 토하는 것 봤다” 허위 제보 대학 동창, 벌금 700만원",Social
1412,"서울반도체고, 내년 3월 마이스터고로 개교… 반도체 인재 키운다",Social
1413,성폭력 논란 ‘성동문화원장’ 인사에 정원오 ‘불똥’···서울시 “책임전가 하지마라”,Social
1414,"""쯔양 먹토 목격""…거짓 제보한 대학 동창, 벌금 700만원 약식명령",Social
1415,종합특검 '김건희 수사 무마' 정조준…'계엄 비선 조직' 입건 예고,Social
1416,이재명-김현지 관계 두고 막말… 김미나 결국 법정에,Social
1417,"""간병인 환자 학대엔 요양병원장도 책임""…'관리 소홀' 벌금형",Social
1418,차량 급정거 항의 60대 시비 끝 쇠파이프 휘둘러 현행범 체포,Social
1419,43년 평생 일터에서 숨진 '손녀딸 바보 할아버지',Social
1420,"[단독] 기름때에 불 붙었는데 ""물 뿌려라""…대전 공장 3년 전 화재 '황당 권고'",Social
1421,뺑소니 집유 기간인데 또…대낮 음주 사고 70대 법정구속,Social
1422,한반도 땅덩어리 넓어졌다…지난해 축구장 175개만큼 매립,Social
1423,"""4000원에 밥 해결"" 점심시간 '거지맵'부터 켠다...비싼 외식비에 인기",Social
1424,"경기도교육청, 10년 만에 고입에 중 1학년 성적 반영키로",Social
1425,"부산글로벌법 법사위 불상정…박형준 ""시민열망에 찬물""",Social
1426,종합특검 “‘김건희 사건무마’ 수사팀 조사…추가 특검보 추천”,Social
1427,"""풍성흑발·꼿꼿허리”… ‘94세’ 이길여 회장 '동안 외모' 근황",Social
1428,"""내 전처와 왜 통화해""…죽도로 집 때려 부순 50대, 친구 용서로 실형 모면",Social
1429,"‘교수 갑질’ 산재 인정됐다···대학원생, 휴일·심야 업무에 심부름 시달리다 목숨 끊어",Social
1430,"익산시 ""종량제봉투 가격 인상 없다""…1인당 5매 구매 제한",Social
1431,연말정산 지나니 건보료 정산…4월 내 월급은 어떻게?,Social
1432,"2천 원 앞둔 휘발윳값…""차 몰기 겁나요""",Social
1433,"경찰, '조정훈 국힘 의원 공천헌금 의혹' 수사…측근 줄소환",Social
1434,"[현장] ""응급실 가는 길 맞나"" 조선대병원 현황도로 관리 미흡",Social
1435,"수영, 이제 집 근처에서…영등포구, 수영장 9곳까지 확대한다[서울25]",Social
1436,고유가 속 주유소에 늘어선 차량...새치기 시비에 흉기까지,Social
1437,"경찰, 장세일 영광군수 딸 금품수수 의혹 수사(종합)",Social
1438,"기후부 장관 ""쓰레기 종량제 봉투 부족하면 일반 봉투에 버리게 할 것""",Social
1439,"오세훈, 광화문 '감사의정원' 석재 기증국 외교단 초청",Social
1440,"송전탑건설백지화 전북대책위 ""새만금-신서산 송전선 입지선정 중단하라""",Social
1441,"“대구, 익숙한 정치와 결별할 시간”…김부겸의 승부수",Social
1442,"이근안을 조사한 사람입니다, 그에게 들은 충격적인 말",Social
1443,'응시자가 채점하는 격' 환경영향평가부터 고쳐야,Social
1444,"한양여대서 하루에 2번 화재, 100여 명 대피…방화 가능성",Social
1445,"결선 앞둔 민주 충북지사 후보 경선, 합종연횡 본격화",Social
1446,"하이그라운드 '500만 달러' 차용증, 감사 직전 급조 정황",Social
1447,뇌물 혐의·‘처녀 수입’·군민 욕설…김희수 진도군수 해외 출장도 논란,Social
1448,국민의힘 영월 일부 책임당원 등 공정한 군수 후보 경선 요구 기자회견,Social
1449,"경찰, '50억대 닭고기 납품 사기' 4명 입건…도계업체 압수수색",Social
1450,"'李 대통령 막말' 김미나 창원시 의원, 불구속 기소",Social
1451,"""부산 사하 해상풍력, 가덕신공항 항공기와 충돌위험""",Social
1452,‘원주민 후손’ 아니면 가입 불가…어촌계 정관에 인권위 “차별”,Social
1453,벚꽃 절정인데… 동촌유원지 선착장 '토사 포대·데크 잔해' 방치,Social
1454,"고대의료원, 동탄에 '고대병원’ 건립…""2035년 ‘AI 네이티브’ 미래병원 선보일 것""",Social
1455,"[단독] '채용연계' 인턴 25% 돌연 종료... 대웅 ""진로 모색"" vs 문건 '부당해고 소지'",Social
1456,주유 대란 와중 '새치기' 차주에 흉기 위협… 30대 남성 체포,Social
1457,"""민간유람선 사고를 한강버스로 둔갑""… 서울시 ""법적 대응 검토""",Social
1458,경기 남양주에 1000병상 중앙대 병원 유치,Social
1459,“확률상 불가능” 복권 잘 안 사던 수학 강사…1등 ‘5억’ 당첨됐다,Social
1460,달리는 트럭서 맥주병 수백개 '와르르'…1시간 넘게 정체,Social
1461,“종량제봉투 부족하면 일반 봉투 허용할 것”,Social
1462,"한양여대 화재에 100여명 대피…경찰, 용의자 신병 확보",Social
1463,게임 아이템 2000만 원 상당 빼돌린 40대 실형,Social
1464,이대통령 겨냥 막말 김미나 창원시의원 재판행,Social
1465,"기후장관 ""쓰레기 봉투 부족 시 일반 봉투에 버리게 허용""",Social
1466,'미라' 된 동거녀 곁에서 3년6개월 지낸 30대…1심 징역 27년,Social
1467,"""강원대 세계 100위권 대학 도약""",Social
1468,"지상파 3사 vs JTBC, 월드컵 중계권 협상 불발…“실무협상 지속”",Social
1469,"김천시, 연화지 벚꽃축제 '개막식·바가지요금·안전사고' 없앤다",Social
1470,"주유소 새치기에 '흉기 위협'…경찰, 구속영장 신청",Social
1471,황경아 광주 남구청장 단일후보 '원팀 결집' 행보 본격화,Social
1472,"종합특검, '부정선거 수사2단' 수사 착수…범죄단체조직죄 적용 예고",Social
1473,“인터넷 방송·게임에 10억 탕진”…의사단체 회비 빼돌린 경리 징역 4년,Social
1474,"박형준, 부산 특별법 법사위 불상정에 “민주당이 발목 잡아”",Social
1475,"돌덩이 위에 올라 가 있는 자동차, 바퀴·휠 통째로 도둑맞아…경찰, 용의자 2명 추적",Social
1476,술 취해 지인에 흉기 휘두른 60대…항소심도 징역 6년,Social
1477,"""술 취했다는 이유로 감형 안 돼""…지인 찌른 60대 징역 6년",Social
1478,"""혼혈아동 보호시설서 성폭력·학대""…3기 진화위에 진실규명 신청",Social
1479,"종합특검, 도이치 수사팀 관련자 소환…특검보 후보 2명 추천",Social
1480,"서울시 “민주당, 유람선 사고를 ‘한강버스 사고’로 거짓 선동”",Social
1481,"'쓰봉'만 문제?...""겨울옷 맡기는 손님 많은데"" 세탁소도 '골머리'",Social
1482,"민형배 캠프 ""광주~나주 광역철도, 소모적 공방 멈춰야""",Social
1483,"""부산시민과의 전쟁 각오해야"" 박형준, 글로벌허브법 놓고 민주당 직격",Social
1484,전남·광주 통합 후 '25조 금고' 수의계약 방식 전환될듯,Social
1485,'고문기술자' 이근안 표창 사라지나…고문 가담 경찰관 포상 재검토,Social
1486,"김정관, 하루만에 214원 올린 주유소 불시에 찾았다",Social
1487,"에듀테크 교사 개인정보 유출, 법적 분쟁으로 번진다",Social
1488,"이동한, “부적격 후보, 국힘 경선 참여 안된다”",Social
1489,"""미래 성장 동력 부유식 해상풍력, 국가 전략 필요""",Social
1490,진해군항제 무료 셔틀버스에 관광객들 박수갈채,Social
1491,"오리역 '묻지마 칼부림' 30대 여성 檢 송치…""버스 잘못 타 짜증""",Social
1492,"""택시월급제 8월 전국 시행해야""... 택시기사 20m 통신탑 올랐다",Social
1493,"울주군, ""영남알프스 케이블카 '재검토' 부당"" 행정심판 청구",Social
1494,'소송에 단식투쟁까지' 국민의힘 포항시장 공천 잡음 점입가경,Social
1495,"해임 처분 모 예술고 교장, 징계 절차상 하자로 복직",Social
1496,거창군수 구인모 41.3% ·이홍기 30.7%,Social
1497,고유가 속 주유소 새치기 차량에 흉기까지 등장...30대 남성 '체포',Social
1498,"""어디든 마음껏"" 이동권 외치며 버스 막아선 장애인단체",Social
1499,"안민석, 소규모 특수학교 설립 모델 도입 약속",Social
1500,"""사고난 민간 유람선이 한강버스라고?""…서울시, 민주당에 사과 요구",Social
1501,"헌터증후군 신약 '아블라야' FDA승인…""새로운 이정표""",Social
1502,"'李대통령·김현지 겨냥 막말' 김미나 창원시의원, 불구속기소",Social
1503,"김병기 조만간 4차 소환…경찰, 차남 의혹 규명에 수사력 집중",Social
1504,"'한국서 20년' 중국인 가장, 4명 살리고 하늘로",Social
1505,4천원 점심 찾아 삼만리…직장인 성지된 '거지맵' 정체는?,Social
1506,부산역 앞 신호 없이 통과…충장지하차도 31일 개통,Social
1507,사천~김포 하늘길 '3배' 넓어졌다…섬에어 취항으로 하루 12회 운항,Social
1508,신문선 “월드컵 날로 먹나? 홍명보 감독 놀잇감 아니다”,Social
1509,'여중생 집단 폭행' SNS로 비웃은 가해자들…'2차 가해' 해당할까 [법조계에 물어보니 710],Social
1510,중학생에 흡연 지적했다가…되레 '위협' 신고당한 명현만 선수,Social
1511,두 달 앞으로 다가온 지선…정교유착 합수본 수사 속도 늦춰지나,Social
1512,사천~김포 ‘하늘 마을버스’ 떴다… ‘섬에어’ 사천공항 취항,Social
1513,"경남 창원 공사장서 백린 연막탄 1발 발견…""대공 혐의점 없어""",Social
